"ide_entrada","ide_portaria","des_portaria","tim_entrada","data_entrada","hora_minuto_entrada","ide_destino","desdestinoGenerico"
2064152,3,Anexo III,2025-10-28 17:13:30.917,28/10/2025,"17:13",,Dep. Paulão- Anexo: 3 Gabinete: 671
2064153,5,Chapelaria,2025-10-28 17:14:27.490,28/10/2025,"17:14",,lid mdb
2064154,5,Chapelaria,2025-10-28 17:14:29.870,28/10/2025,"17:14",,Dep. Baleia Rossi- Anexo: 4 Gabinete: 829
2064155,5,Chapelaria,2025-10-28 17:14:58.837,28/10/2025,"17:14",,Dep. Baleia Rossi- Anexo: 4 Gabinete: 829
2064156,5,Chapelaria,2025-10-28 17:15:26.947,28/10/2025,"17:15",39,Primeira Vice-Presidência
2064145,3,Anexo III,2025-10-28 17:11:48.203,28/10/2025,"17:11",8,Plenário 8
2064146,2,Anexo II - A,2025-10-28 17:12:23.240,28/10/2025,"17:12",1,Plenário 1
2064147,2,Anexo II - A,2025-10-28 17:12:24.943,28/10/2025,"17:12",1,Plenário 1
2064148,3,Anexo III,2025-10-28 17:12:41.977,28/10/2025,"17:12",,Dep. Paulão- Anexo: 3 Gabinete: 671
2064149,2,Anexo II - A,2025-10-28 17:12:46.473,28/10/2025,"17:12",1,Plenário 1
2064150,4,Anexo IV - A,2025-10-28 17:13:22.847,28/10/2025,"17:13",,Dep. Ricardo Abrão- Anexo: 4 Gabinete: 507
2064139,3,Anexo III,2025-10-28 17:11:18.463,28/10/2025,"17:11",8,Plenário 8
2064140,4,Anexo IV - A,2025-10-28 17:11:22.113,28/10/2025,"17:11",,Dep. Leonardo Monteiro- Anexo: 4 Gabinete: 922
2064141,4,Anexo IV - A,2025-10-28 17:11:30.927,28/10/2025,"17:11",25,Restaurante SENAC
2064142,8,Anexo IV - G,2025-10-28 17:11:39.527,28/10/2025,"17:11",,banheiro
2064143,4,Anexo IV - A,2025-10-28 17:11:45.237,28/10/2025,"17:11",20,Restaurante
2064144,4,Anexo IV - A,2025-10-28 17:11:46.283,28/10/2025,"17:11",,Dep. Reginaldo Lopes- Anexo: 4 Gabinete: 426
2064133,2,Anexo II - A,2025-10-28 17:09:48.747,28/10/2025,"17:09",,Comissão de segurança
2064134,3,Anexo III,2025-10-28 17:09:49.923,28/10/2025,"17:09",22,DEMED
2064135,2,Anexo II - A,2025-10-28 17:10:24.750,28/10/2025,"17:10",,LIDERNÇA PSDB
2064136,3,Anexo III,2025-10-28 17:10:42.877,28/10/2025,"17:10",22,DEMED
2064137,5,Chapelaria,2025-10-28 17:10:46.867,28/10/2025,"17:10",,lid mdb
2064138,4,Anexo IV - A,2025-10-28 17:11:09.867,28/10/2025,"17:11",,Dep. Pezenti- Anexo: 4 Gabinete: 801
2064127,4,Anexo IV - A,2025-10-28 17:06:02.897,28/10/2025,"17:06",,Dep. Reginaldo Lopes- Anexo: 4 Gabinete: 426
2064128,5,Chapelaria,2025-10-28 17:06:18.393,28/10/2025,"17:06",,Dep. João Cury- Anexo: 3 Gabinete: 132
2064129,5,Chapelaria,2025-10-28 17:06:21.300,28/10/2025,"17:06",,Dep. João Cury- Anexo: 3 Gabinete: 132
2064130,2,Anexo II - A,2025-10-28 17:07:16.793,28/10/2025,"17:07",,Dep. Dr. Ismael Alexandrino- Anexo: 4 Gabinete: 854
2064131,3,Anexo III,2025-10-28 17:08:03.300,28/10/2025,"17:08",2,Plenário 2
2064132,3,Anexo III,2025-10-28 17:08:37.237,28/10/2025,"17:08",2,Plenário 2
2064121,3,Anexo III,2025-10-28 17:04:51.043,28/10/2025,"17:04",,LIDERANÇA PT
2064122,2,Anexo II - A,2025-10-28 17:05:02.237,28/10/2025,"17:05",13,Plenário 13
2064123,3,Anexo III,2025-10-28 17:05:23.047,28/10/2025,"17:05",,LIDERANÇA PT
2064124,2,Anexo II - A,2025-10-28 17:05:23.897,28/10/2025,"17:05",13,Plenário 13
2064125,2,Anexo II - A,2025-10-28 17:05:34.190,28/10/2025,"17:05",19,Biblioteca - CEDI
2064126,4,Anexo IV - A,2025-10-28 17:05:54.563,28/10/2025,"17:05",,Dep. Reginaldo Lopes- Anexo: 4 Gabinete: 426
2064115,4,Anexo IV - A,2025-10-28 17:04:00.827,28/10/2025,"17:04",,Dep. General Pazuello- Anexo: 4 Gabinete: 919
2064116,5,Chapelaria,2025-10-28 17:04:07.897,28/10/2025,"17:04",16,Plenário 16
2064117,5,Chapelaria,2025-10-28 17:04:08.797,28/10/2025,"17:04",16,Plenário 16
2064118,4,Anexo IV - A,2025-10-28 17:04:10.003,28/10/2025,"17:04",,Dep. General Girão- Anexo: 4 Gabinete: 914
2064119,4,Anexo IV - A,2025-10-28 17:04:32.033,28/10/2025,"17:04",,Dep. General Girão- Anexo: 4 Gabinete: 914
2064120,4,Anexo IV - A,2025-10-28 17:04:39.133,28/10/2025,"17:04",,Dep. General Girão- Anexo: 4 Gabinete: 914
2064109,3,Anexo III,2025-10-28 17:02:00.683,28/10/2025,"17:02",20,Restaurante
2064110,4,Anexo IV - A,2025-10-28 17:02:05.400,28/10/2025,"17:02",,Dep. Alexandre Lindenmeyer- Anexo: 4 Gabinete: 452
2064111,4,Anexo IV - A,2025-10-28 17:03:05.587,28/10/2025,"17:03",,Dep. Joaquim Passarinho- Anexo: 4 Gabinete: 334
2064112,2,Anexo II - A,2025-10-28 17:03:13.520,28/10/2025,"17:03",14,Plenário 14
2064113,4,Anexo IV - A,2025-10-28 17:03:15.197,28/10/2025,"17:03",,banheiro
2064114,2,Anexo II - A,2025-10-28 17:03:56.387,28/10/2025,"17:03",27,Plenário Ulysses Guimarães
2064103,5,Chapelaria,2025-10-28 16:58:51.023,28/10/2025,"16:58",1,Plenário 1
2064104,4,Anexo IV - A,2025-10-28 16:59:34.613,28/10/2025,"16:59",,Dep. Neto Carletto- Anexo: 4 Gabinete: 262
2064105,5,Chapelaria,2025-10-28 16:59:37.340,28/10/2025,"16:59",,LID MDB
2064106,3,Anexo III,2025-10-28 17:00:11.703,28/10/2025,"17:00",,LANCHONETE
2064107,3,Anexo III,2025-10-28 17:01:05.400,28/10/2025,"17:01",,LANCHONETE
2064108,4,Anexo IV - A,2025-10-28 17:01:25.813,28/10/2025,"17:01",,Dep. Dr. Francisco- Anexo: 4 Gabinete: 909
2064097,3,Anexo III,2025-10-28 16:57:07.780,28/10/2025,"16:57",,Dep. Jorge Goetten- Anexo: 3 Gabinete: 983
2064098,2,Anexo II - A,2025-10-28 16:57:13.770,28/10/2025,"16:57",8,Plenário 8
2064099,3,Anexo III,2025-10-28 16:57:43.207,28/10/2025,"16:57",,Dep. Jorge Goetten- Anexo: 3 Gabinete: 983
2064100,5,Chapelaria,2025-10-28 16:57:54.283,28/10/2025,"16:57",1,Plenário 1
2064101,5,Chapelaria,2025-10-28 16:57:57.547,28/10/2025,"16:57",1,Plenário 1
2064102,3,Anexo III,2025-10-28 16:58:35.563,28/10/2025,"16:58",,Dep. Jorge Goetten- Anexo: 3 Gabinete: 983
2064091,5,Chapelaria,2025-10-28 16:56:04.313,28/10/2025,"16:56",,Dep. Capitão Alden- Anexo: 3 Gabinete: 127
2064092,4,Anexo IV - A,2025-10-28 16:56:04.897,28/10/2025,"16:56",,Dep. Odair Cunha- Anexo: 4 Gabinete: 556
2064093,2,Anexo II - A,2025-10-28 16:56:06.910,28/10/2025,"16:56",,Dep. Marcos Pollon- Anexo: 3 Gabinete: 136
2064094,2,Anexo II - A,2025-10-28 16:56:34.360,28/10/2025,"16:56",19,Biblioteca - CEDI
2064095,4,Anexo IV - A,2025-10-28 16:56:36.120,28/10/2025,"16:56",,Dep. Odair Cunha- Anexo: 4 Gabinete: 556
2064096,5,Chapelaria,2025-10-28 16:56:58.153,28/10/2025,"16:56",,Dep. Capitão Alden- Anexo: 3 Gabinete: 127
2064085,4,Anexo IV - A,2025-10-28 16:54:46.253,28/10/2025,"16:54",,Dep. Renata Abreu- Anexo: 4 Gabinete: 717
2064086,2,Anexo II - A,2025-10-28 16:54:57.227,28/10/2025,"16:54",,LIDERNÇA PSDB
2064087,2,Anexo II - A,2025-10-28 16:54:58.090,28/10/2025,"16:54",27,Plenário Ulysses Guimarães
2064088,3,Anexo III,2025-10-28 16:55:35.460,28/10/2025,"16:55",,Dep. Paulão- Anexo: 3 Gabinete: 671
2064089,5,Chapelaria,2025-10-28 16:55:50.833,28/10/2025,"16:55",,Liderança MDB
2064090,4,Anexo IV - A,2025-10-28 16:55:53.027,28/10/2025,"16:55",,Dep. Giacobo- Anexo: 4 Gabinete: 629
2064079,4,Anexo IV - A,2025-10-28 16:52:51.997,28/10/2025,"16:52",,Dep. Greyce Elias- Anexo: 4 Gabinete: 340
2064080,3,Anexo III,2025-10-28 16:53:17.110,28/10/2025,"16:53",,Dep. Zeca Dirceu- Anexo: 4 Gabinete: 613
2064081,2,Anexo II - A,2025-10-28 16:53:22.723,28/10/2025,"16:53",8,Plenário 8
2064082,2,Anexo II - A,2025-10-28 16:53:28.407,28/10/2025,"16:53",8,Plenário 8
2064083,2,Anexo II - A,2025-10-28 16:53:48.570,28/10/2025,"16:53",4,Plenário 4
2064084,4,Anexo IV - A,2025-10-28 16:54:37.033,28/10/2025,"16:54",,Dep. Renata Abreu- Anexo: 4 Gabinete: 717
2064073,4,Anexo IV - A,2025-10-28 16:50:58.787,28/10/2025,"16:50",,Dep. João Carlos Bacelar- Anexo: 4 Gabinete: 928
2064074,5,Chapelaria,2025-10-28 16:51:06.083,28/10/2025,"16:51",,Dep. Yury do Paredão- Anexo: 4 Gabinete: 545
2064075,2,Anexo II - A,2025-10-28 16:51:17.033,28/10/2025,"16:51",1,Plenário 1
2064076,2,Anexo II - A,2025-10-28 16:51:29.820,28/10/2025,"16:51",27,Plenário Ulysses Guimarães
2064077,4,Anexo IV - A,2025-10-28 16:51:34.063,28/10/2025,"16:51",25,Restaurante SENAC
2064078,2,Anexo II - A,2025-10-28 16:52:51.390,28/10/2025,"16:52",,LIDERNÇA PSDB
2064067,4,Anexo IV - A,2025-10-28 16:50:21.720,28/10/2025,"16:50",,LIDERANÇA REPUBLICANO
2064068,3,Anexo III,2025-10-28 16:50:32.413,28/10/2025,"16:50",8,Plenário 8
2064069,4,Anexo IV - A,2025-10-28 16:50:39.323,28/10/2025,"16:50",25,Restaurante SENAC
2064070,3,Anexo III,2025-10-28 16:50:44.270,28/10/2025,"16:50",,BANHEIRO 
2064071,5,Chapelaria,2025-10-28 16:50:45.637,28/10/2025,"16:50",,Dep. Yury do Paredão- Anexo: 4 Gabinete: 545
2064072,2,Anexo II - A,2025-10-28 16:50:49.167,28/10/2025,"16:50",8,Plenário 8
2064061,4,Anexo IV - A,2025-10-28 16:48:02.983,28/10/2025,"16:48",,Dep. Orlando Silva- Anexo: 4 Gabinete: 217
2064062,4,Anexo IV - A,2025-10-28 16:48:25.920,28/10/2025,"16:48",,Dep. Reginaldo Lopes- Anexo: 4 Gabinete: 426
2064063,4,Anexo IV - A,2025-10-28 16:48:27.610,28/10/2025,"16:48",,Dep. Reginaldo Lopes- Anexo: 4 Gabinete: 426
2064064,3,Anexo III,2025-10-28 16:48:43.870,28/10/2025,"16:48",,Dep. Alberto Fraga- Anexo: 4 Gabinete: 816
2064065,8,Anexo IV - G,2025-10-28 16:49:24.123,28/10/2025,"16:49",,BANHEIRO
2064066,2,Anexo II - A,2025-10-28 16:49:47.957,28/10/2025,"16:49",11,Plenário 11
2064055,5,Chapelaria,2025-10-28 16:45:24.597,28/10/2025,"16:45",8,Plenário 8
2064056,5,Chapelaria,2025-10-28 16:45:25.977,28/10/2025,"16:45",,plenario 8
2064057,2,Anexo II - A,2025-10-28 16:45:33.500,28/10/2025,"16:45",,Dep. Afonso Motta- Anexo: 4 Gabinete: 528
2064058,4,Anexo IV - A,2025-10-28 16:46:41.777,28/10/2025,"16:46",,liderança podemos
2064059,4,Anexo IV - A,2025-10-28 16:47:07.440,28/10/2025,"16:47",,ditec
2064060,4,Anexo IV - A,2025-10-28 16:48:00.890,28/10/2025,"16:48",,Dep. Reginaldo Lopes- Anexo: 4 Gabinete: 426
2064049,4,Anexo IV - A,2025-10-28 16:44:04.760,28/10/2025,"16:44",25,Restaurante SENAC
2064050,3,Anexo III,2025-10-28 16:44:26.740,28/10/2025,"16:44",1,Plenário 1
2064051,2,Anexo II - A,2025-10-28 16:44:27.597,28/10/2025,"16:44",14,Plenário 14
2064052,2,Anexo II - A,2025-10-28 16:44:37.337,28/10/2025,"16:44",1,Plenário 1
2064053,5,Chapelaria,2025-10-28 16:44:47.677,28/10/2025,"16:44",1,Plenário 1
2064054,5,Chapelaria,2025-10-28 16:44:56.147,28/10/2025,"16:44",,lideraça do pt
2064043,2,Anexo II - A,2025-10-28 16:43:05.703,28/10/2025,"16:43",8,Plenário 8
2064044,3,Anexo III,2025-10-28 16:43:28.367,28/10/2025,"16:43",1,Plenário 1
2064045,2,Anexo II - A,2025-10-28 16:43:34.303,28/10/2025,"16:43",12,Plenário 12
2064046,5,Chapelaria,2025-10-28 16:43:38.960,28/10/2025,"16:43",51,Salão Branco
2064047,4,Anexo IV - A,2025-10-28 16:43:52.170,28/10/2025,"16:43",,Dep. Rodrigo Rollemberg- Anexo: 4 Gabinete: 542
2064048,5,Chapelaria,2025-10-28 16:43:52.550,28/10/2025,"16:43",,chapelaria
2064037,2,Anexo II - A,2025-10-28 16:41:10.083,28/10/2025,"16:41",17,Plenário 17
2064038,8,Anexo IV - G,2025-10-28 16:41:22.600,28/10/2025,"16:41",,Dep. Luiz Fernando Vampiro- Anexo: 4 Gabinete: 925
2064039,3,Anexo III,2025-10-28 16:41:32.827,28/10/2025,"16:41",,Dep. Olival Marques- Anexo: 3 Gabinete: 982
2064040,3,Anexo III,2025-10-28 16:42:01.977,28/10/2025,"16:42",,Dep. Olival Marques- Anexo: 3 Gabinete: 982
2064041,2,Anexo II - A,2025-10-28 16:42:55.927,28/10/2025,"16:42",8,Plenário 8
2064042,2,Anexo II - A,2025-10-28 16:43:01.543,28/10/2025,"16:43",6,Plenário 6
2064031,3,Anexo III,2025-10-28 16:39:31.480,28/10/2025,"16:39",1,Plenário 1
2064032,5,Chapelaria,2025-10-28 16:39:37.010,28/10/2025,"16:39",,CONL
2064033,8,Anexo IV - G,2025-10-28 16:40:34.550,28/10/2025,"16:40",,Dep. Luiz Fernando Vampiro- Anexo: 4 Gabinete: 925
2064034,5,Chapelaria,2025-10-28 16:40:36.533,28/10/2025,"16:40",,Liderança PSB
2064035,4,Anexo IV - A,2025-10-28 16:40:51.407,28/10/2025,"16:40",34,DEPOL - Confecção de Crachá
2064036,4,Anexo IV - A,2025-10-28 16:41:04.433,28/10/2025,"16:41",,Dep. Vander Loubet- Anexo: 4 Gabinete: 838
2064025,4,Anexo IV - A,2025-10-28 16:38:49.777,28/10/2025,"16:38",,Dep. Aureo Ribeiro- Anexo: 4 Gabinete: 212
2064026,4,Anexo IV - A,2025-10-28 16:38:59.060,28/10/2025,"16:38",,Dep. Aureo Ribeiro- Anexo: 4 Gabinete: 212
2064027,5,Chapelaria,2025-10-28 16:39:01.137,28/10/2025,"16:39",,Dep. Pedro Lupion- Anexo: 4 Gabinete: 812
2064028,3,Anexo III,2025-10-28 16:39:04.883,28/10/2025,"16:39",1,Plenário 1
2064029,4,Anexo IV - A,2025-10-28 16:39:12.180,28/10/2025,"16:39",,Dep. Aureo Ribeiro- Anexo: 4 Gabinete: 212
2064030,2,Anexo II - A,2025-10-28 16:39:21.427,28/10/2025,"16:39",8,Plenário 8
2064019,2,Anexo II - A,2025-10-28 16:36:56.963,28/10/2025,"16:36",8,Plenário 8
2064020,4,Anexo IV - A,2025-10-28 16:37:55.690,28/10/2025,"16:37",,Dep. Pedro Lupion- Anexo: 4 Gabinete: 812
2064021,3,Anexo III,2025-10-28 16:37:57.830,28/10/2025,"16:37",1,Plenário 1
2064022,2,Anexo II - A,2025-10-28 16:38:22.580,28/10/2025,"16:38",9,Plenário 9
2064023,5,Chapelaria,2025-10-28 16:38:23.913,28/10/2025,"16:38",,Dep. Pedro Lupion- Anexo: 4 Gabinete: 812
2064024,3,Anexo III,2025-10-28 16:38:38.177,28/10/2025,"16:38",1,Plenário 1
2064013,2,Anexo II - A,2025-10-28 16:35:48.280,28/10/2025,"16:35",8,Plenário 8
2064014,2,Anexo II - A,2025-10-28 16:36:02.080,28/10/2025,"16:36",8,Plenário 8
2064015,4,Anexo IV - A,2025-10-28 16:36:35.170,28/10/2025,"16:36",25,Restaurante SENAC
2064016,8,Anexo IV - G,2025-10-28 16:36:49.380,28/10/2025,"16:36",,Dep. Raimundo Costa- Anexo: 4 Gabinete: 226
2064017,2,Anexo II - A,2025-10-28 16:36:50.423,28/10/2025,"16:36",8,Plenário 8
2064018,4,Anexo IV - A,2025-10-28 16:36:50.727,28/10/2025,"16:36",,Dep. Reginaldo Lopes- Anexo: 4 Gabinete: 426
2064007,2,Anexo II - A,2025-10-28 16:34:30.570,28/10/2025,"16:34",4,Plenário 4
2064008,5,Chapelaria,2025-10-28 16:34:52.033,28/10/2025,"16:34",,plenario 8
2064009,2,Anexo II - A,2025-10-28 16:35:10.797,28/10/2025,"16:35",,SGM
2064010,3,Anexo III,2025-10-28 16:35:11.773,28/10/2025,"16:35",,Dep. Albuquerque- Anexo: 3 Gabinete: 675
2064011,2,Anexo II - A,2025-10-28 16:35:31.957,28/10/2025,"16:35",8,Plenário 8
2064012,5,Chapelaria,2025-10-28 16:35:43.870,28/10/2025,"16:35",,plenario 8
2064001,4,Anexo IV - A,2025-10-28 16:32:59.663,28/10/2025,"16:32",,Plenário 8
2064002,4,Anexo IV - A,2025-10-28 16:33:40.187,28/10/2025,"16:33",,Dep. Fausto Pinato- Anexo: 4 Gabinete: 562
2064003,4,Anexo IV - A,2025-10-28 16:34:01.230,28/10/2025,"16:34",,COMISSOES
2064004,4,Anexo IV - A,2025-10-28 16:34:22.677,28/10/2025,"16:34",,Dep. Adilson Barroso- Anexo: 4 Gabinete: 750
2064005,2,Anexo II - A,2025-10-28 16:34:26.237,28/10/2025,"16:34",,liderança do PSD
2064006,3,Anexo III,2025-10-28 16:34:26.380,28/10/2025,"16:34",,Dep. Roberta Roma- Anexo: 3 Gabinete: 670
2063995,4,Anexo IV - A,2025-10-28 16:32:11.483,28/10/2025,"16:32",25,Restaurante SENAC
2063996,4,Anexo IV - A,2025-10-28 16:32:29.307,28/10/2025,"16:32",25,Restaurante SENAC
2063997,4,Anexo IV - A,2025-10-28 16:32:35.570,28/10/2025,"16:32",,Dep. Nilto Tatto- Anexo: 4 Gabinete: 502
2063998,2,Anexo II - A,2025-10-28 16:32:36.717,28/10/2025,"16:32",,PP
2063999,2,Anexo II - A,2025-10-28 16:32:41.583,28/10/2025,"16:32",8,Plenário 8
2064000,4,Anexo IV - A,2025-10-28 16:32:54.477,28/10/2025,"16:32",,Dep. Fausto Pinato- Anexo: 4 Gabinete: 562
2063989,2,Anexo II - A,2025-10-28 16:31:32.757,28/10/2025,"16:31",,Dep. Pastor Eurico- Anexo: 4 Gabinete: 906
2063990,4,Anexo IV - A,2025-10-28 16:31:41.690,28/10/2025,"16:31",,Dep. Alencar Santana- Anexo: 4 Gabinete: 256
2063991,2,Anexo II - A,2025-10-28 16:31:52.423,28/10/2025,"16:31",,Dep. Eunício Oliveira- Anexo: x Gabinete: 5
2063992,2,Anexo II - A,2025-10-28 16:31:59.637,28/10/2025,"16:31",,liderança do MDB
2063993,2,Anexo II - A,2025-10-28 16:32:02.563,28/10/2025,"16:32",,liderança mdb
2063994,2,Anexo II - A,2025-10-28 16:32:10.733,28/10/2025,"16:32",1,Plenário 1
2063983,4,Anexo IV - A,2025-10-28 16:30:40.203,28/10/2025,"16:30",,Dep. Gilberto Nascimento- Anexo: 4 Gabinete: 836
2063984,2,Anexo II - A,2025-10-28 16:30:41.453,28/10/2025,"16:30",8,Plenário 8
2063985,4,Anexo IV - A,2025-10-28 16:30:51.407,28/10/2025,"16:30",33,Correios
2063986,2,Anexo II - A,2025-10-28 16:30:56.843,28/10/2025,"16:30",8,Plenário 8
2063987,2,Anexo II - A,2025-10-28 16:30:59.350,28/10/2025,"16:30",8,Plenário 8
2063988,2,Anexo II - A,2025-10-28 16:31:07.627,28/10/2025,"16:31",8,Plenário 8
2063977,5,Chapelaria,2025-10-28 16:29:54.393,28/10/2025,"16:29",,plenario 8
2063978,2,Anexo II - A,2025-10-28 16:29:54.413,28/10/2025,"16:29",,Dep. Mauro Benevides Filho- Anexo: 4 Gabinete: 731
2063979,2,Anexo II - A,2025-10-28 16:30:07.727,28/10/2025,"16:30",8,Plenário 8
2063980,2,Anexo II - A,2025-10-28 16:30:09.080,28/10/2025,"16:30",8,Plenário 8
2063981,4,Anexo IV - A,2025-10-28 16:30:17.410,28/10/2025,"16:30",,Dep. Saulo Pedroso- Anexo: 4 Gabinete: 820
2063982,2,Anexo II - A,2025-10-28 16:30:36.483,28/10/2025,"16:30",,Dep. Mauro Benevides Filho- Anexo: 4 Gabinete: 731
2063971,4,Anexo IV - A,2025-10-28 16:28:14.850,28/10/2025,"16:28",,Dep. Detinha- Anexo: 4 Gabinete: 714
2063972,2,Anexo II - A,2025-10-28 16:28:39.617,28/10/2025,"16:28",8,Plenário 8
2063973,2,Anexo II - A,2025-10-28 16:28:51.450,28/10/2025,"16:28",14,Plenário 14
2063974,2,Anexo II - A,2025-10-28 16:29:02.733,28/10/2025,"16:29",20,Restaurante
2063975,2,Anexo II - A,2025-10-28 16:29:28.943,28/10/2025,"16:29",20,Restaurante
2063976,2,Anexo II - A,2025-10-28 16:29:52.677,28/10/2025,"16:29",16,Plenário 16
2063965,3,Anexo III,2025-10-28 16:27:14.077,28/10/2025,"16:27",,Dep. Jorge Goetten- Anexo: 3 Gabinete: 983
2063966,4,Anexo IV - A,2025-10-28 16:27:16.900,28/10/2025,"16:27",,Dep. Cabo Gilberto Silva- Anexo: 4 Gabinete: 350
2063967,4,Anexo IV - A,2025-10-28 16:27:37.443,28/10/2025,"16:27",,Dep. Nilto Tatto- Anexo: 4 Gabinete: 502
2063968,3,Anexo III,2025-10-28 16:27:58.253,28/10/2025,"16:27",,Dep. Jorge Goetten- Anexo: 3 Gabinete: 983
2063969,3,Anexo III,2025-10-28 16:28:03.493,28/10/2025,"16:28",,Dep. Jorge Goetten- Anexo: 3 Gabinete: 983
2063970,2,Anexo II - A,2025-10-28 16:28:09.730,28/10/2025,"16:28",9,Plenário 9
2063959,2,Anexo II - A,2025-10-28 16:25:37.933,28/10/2025,"16:25",2,Plenário 2
2063960,3,Anexo III,2025-10-28 16:26:08.840,28/10/2025,"16:26",8,Plenário 8
2063961,5,Chapelaria,2025-10-28 16:26:14.060,28/10/2025,"16:26",8,Plenário 8
2063962,4,Anexo IV - A,2025-10-28 16:26:32.367,28/10/2025,"16:26",,Dep. Nilto Tatto- Anexo: 4 Gabinete: 502
2063963,4,Anexo IV - A,2025-10-28 16:26:34.140,28/10/2025,"16:26",,Dep. Nilto Tatto- Anexo: 4 Gabinete: 502
2063964,2,Anexo II - A,2025-10-28 16:26:52.800,28/10/2025,"16:26",,"173 B"
2063953,3,Anexo III,2025-10-28 16:24:58.847,28/10/2025,"16:24",8,Plenário 8
2063954,4,Anexo IV - A,2025-10-28 16:25:07.860,28/10/2025,"16:25",25,Restaurante SENAC
2063955,5,Chapelaria,2025-10-28 16:25:11.337,28/10/2025,"16:25",,Dep. Jefferson Campos- Anexo: 4 Gabinete: 346
2063956,2,Anexo II - A,2025-10-28 16:25:13.157,28/10/2025,"16:25",17,Plenário 17
2063957,2,Anexo II - A,2025-10-28 16:25:14.620,28/10/2025,"16:25",2,Plenário 2
2063958,2,Anexo II - A,2025-10-28 16:25:36.567,28/10/2025,"16:25",15,Plenário 15
2063947,4,Anexo IV - A,2025-10-28 16:23:52.810,28/10/2025,"16:23",,Dep. Murillo Gouvea- Anexo: 4 Gabinete: 631
2063948,3,Anexo III,2025-10-28 16:24:14.840,28/10/2025,"16:24",8,Plenário 8
2063949,3,Anexo III,2025-10-28 16:24:22.023,28/10/2025,"16:24",,banheiro
2063950,5,Chapelaria,2025-10-28 16:24:25.513,28/10/2025,"16:24",,Dep. Jefferson Campos- Anexo: 4 Gabinete: 346
2063951,4,Anexo IV - A,2025-10-28 16:24:40.830,28/10/2025,"16:24",25,Restaurante SENAC
2063952,4,Anexo IV - A,2025-10-28 16:24:49.583,28/10/2025,"16:24",25,Restaurante SENAC
2063941,2,Anexo II - A,2025-10-28 16:21:57.647,28/10/2025,"16:21",16,Plenário 16
2063942,5,Chapelaria,2025-10-28 16:22:11.957,28/10/2025,"16:22",,Dep. Luiz Carlos Hauly- Anexo: 4 Gabinete: 421
2063943,4,Anexo IV - A,2025-10-28 16:22:21.707,28/10/2025,"16:22",,avante
2063944,5,Chapelaria,2025-10-28 16:22:26.830,28/10/2025,"16:22",,Dep. Eunício Oliveira- Anexo: x Gabinete: 5
2063945,4,Anexo IV - A,2025-10-28 16:23:33.370,28/10/2025,"16:23",,Dep. Murillo Gouvea- Anexo: 4 Gabinete: 631
2063946,4,Anexo IV - A,2025-10-28 16:23:51.747,28/10/2025,"16:23",,Dep. Murillo Gouvea- Anexo: 4 Gabinete: 631
2063935,3,Anexo III,2025-10-28 16:21:15.033,28/10/2025,"16:21",,LID SOLIDARIEDADE 
2063936,2,Anexo II - A,2025-10-28 16:21:20.560,28/10/2025,"16:21",14,Plenário 14
2063937,2,Anexo II - A,2025-10-28 16:21:40.073,28/10/2025,"16:21",,Dep. Rubens Pereira Júnior- Anexo: 3 Gabinete: 773
2063938,5,Chapelaria,2025-10-28 16:21:40.797,28/10/2025,"16:21",,Dep. Luiz Carlos Hauly- Anexo: 4 Gabinete: 421
2063939,3,Anexo III,2025-10-28 16:21:46.393,28/10/2025,"16:21",8,Plenário 8
2063940,4,Anexo IV - A,2025-10-28 16:21:47.513,28/10/2025,"16:21",,Dep. Rafael Prudente- Anexo: 4 Gabinete: 260
2063929,2,Anexo II - A,2025-10-28 16:20:22.540,28/10/2025,"16:20",12,Plenário 12
2063930,2,Anexo II - A,2025-10-28 16:20:24.700,28/10/2025,"16:20",8,Plenário 8
2063931,4,Anexo IV - A,2025-10-28 16:20:31.900,28/10/2025,"16:20",25,Restaurante SENAC
2063932,2,Anexo II - A,2025-10-28 16:20:34.000,28/10/2025,"16:20",,Sala: 176
2063933,8,Anexo IV - G,2025-10-28 16:20:54.270,28/10/2025,"16:20",,LIDERANÇA DO PODEMOS
2063934,2,Anexo II - A,2025-10-28 16:21:13.203,28/10/2025,"16:21",8,Plenário 8
2063923,2,Anexo II - A,2025-10-28 16:19:32.077,28/10/2025,"16:19",5,Plenário 5
2063924,4,Anexo IV - A,2025-10-28 16:19:41.007,28/10/2025,"16:19",,Dep. Dandara- Anexo: 4 Gabinete: 233
2063925,2,Anexo II - A,2025-10-28 16:19:43.113,28/10/2025,"16:19",1,Plenário 1
2063926,2,Anexo II - A,2025-10-28 16:19:44.547,28/10/2025,"16:19",15,Plenário 15
2063927,4,Anexo IV - A,2025-10-28 16:19:51.827,28/10/2025,"16:19",,Dep. Dandara- Anexo: 4 Gabinete: 233
2063928,4,Anexo IV - A,2025-10-28 16:19:51.967,28/10/2025,"16:19",,Dep. Kiko Celeguim- Anexo: 4 Gabinete: 337
2063917,8,Anexo IV - G,2025-10-28 16:18:01.957,28/10/2025,"16:18",,Dep. Ruy Carneiro- Anexo: 4 Gabinete: 536
2063918,2,Anexo II - A,2025-10-28 16:18:02.257,28/10/2025,"16:18",,Liderança Cidadania
2063919,8,Anexo IV - G,2025-10-28 16:18:29.427,28/10/2025,"16:18",,Dep. Silvia Cristina- Anexo: 4 Gabinete: 524
